age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,score,school_GP,school_MS,sex_F,sex_M,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
18,4,4,2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,4,7.33,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
17,1,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,2,10.33,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15,1,1,1,2,0,1,0,0,0,1,1,1,0,4,3,2,2,3,3,6,12.33,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
15,4,2,1,3,0,0,1,0,1,1,1,1,1,3,2,2,1,1,5,0,14.0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16,3,3,1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,0,12.33,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
16,4,3,1,2,0,0,1,0,1,1,1,1,0,5,4,2,1,2,5,6,12.33,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
16,2,2,1,2,0,0,0,0,0,1,1,1,0,4,4,4,1,1,3,0,12.67,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17,4,4,2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,2,12.0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
15,3,2,1,2,0,0,1,0,0,1,1,1,0,4,2,2,1,1,1,0,16.0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
15,3,4,1,2,0,0,1,0,1,1,1,1,0,5,5,1,1,1,5,0,12.33,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,4,4,1,2,0,0,1,0,0,1,1,1,0,3,3,3,1,2,2,2,14.0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
15,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,11.67,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
15,4,4,1,1,0,0,1,0,1,1,1,1,0,4,3,3,1,3,5,0,12.33,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15,4,3,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,3,0,12.33,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
15,2,2,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,14.33,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
16,4,4,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,6,17.0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
16,4,4,1,3,0,0,1,0,1,1,1,1,0,3,2,3,1,2,2,10,13.33,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
16,3,3,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,2,13.67,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
17,3,2,1,1,3,0,1,1,1,1,1,1,0,5,5,5,2,4,5,2,7.67,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
16,4,3,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,5,6,12.0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15,4,3,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,13.0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
15,4,4,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,11.67,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16,4,2,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,0,13.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
16,2,2,2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,2,10.0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
15,2,4,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10.33,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
16,2,2,1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,3,5,6,11.0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
15,2,2,1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,11.67,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,4,2,1,1,0,0,0,0,0,1,1,1,0,2,2,4,2,4,1,0,11.0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
16,3,4,1,2,0,1,1,1,1,1,1,1,0,5,3,3,1,1,5,2,12.33,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
16,4,4,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,4,11.67,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
15,4,4,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,10.67,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
15,4,4,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,2,15.0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
15,4,3,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,14.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
15,3,3,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,12.33,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
16,3,2,1,1,0,0,1,0,0,0,1,1,0,5,4,3,1,1,5,4,12.0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,2,3,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,4,11.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15,4,3,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,0,14.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
16,4,4,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,4,13.0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15,3,4,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,11.67,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
15,2,2,1,1,0,1,1,0,1,1,1,0,0,4,3,1,1,1,2,8,13.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,2,2,2,2,0,0,1,0,1,0,1,1,1,3,3,3,1,2,3,16,10.67,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,4,4,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,10.67,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
15,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,0,14.67,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
15,2,2,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,9.67,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
16,2,2,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10.67,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
15,4,3,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,4,10.67,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
16,3,3,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,6,12.67,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,17.0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
15,4,2,1,2,0,0,1,0,0,1,1,0,0,4,3,3,2,2,5,4,12.0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
15,4,4,1,2,0,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,12.33,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
16,2,2,3,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,4,0,13.33,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
15,4,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,15.33,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
15,4,2,2,1,0,0,0,0,0,1,1,0,0,5,5,5,3,4,5,4,9.33,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15,4,4,1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,12.33,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
15,3,3,1,1,0,0,0,0,0,1,1,1,0,5,3,4,4,4,1,0,12.67,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
16,2,1,1,2,0,0,0,0,1,1,1,1,1,5,3,4,1,1,2,2,12.33,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
15,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,2,1,1,1,0,14.67,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
15,4,4,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,15.33,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
15,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,0,13.67,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
16,4,2,1,2,0,0,1,1,0,1,1,1,0,4,2,3,1,1,5,2,15.67,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
16,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,0,16.33,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
16,1,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,12.0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
16,1,2,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,0,12.0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
16,4,3,1,3,0,1,1,0,1,1,1,1,0,3,4,4,2,4,4,0,13.33,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
15,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,12.33,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
16,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,15.67,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
15,4,4,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,0,11.67,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
16,3,1,1,4,0,1,1,0,0,1,1,1,0,4,3,3,1,2,5,0,9.67,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15,2,2,2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,10.67,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
15,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,6,15.0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
16,3,1,2,4,0,0,1,0,0,1,1,1,0,4,3,2,1,1,5,2,11.67,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
15,4,2,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,10.0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15,1,1,1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,11.67,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,13.33,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,3,3,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,11.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
15,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,3,5,0,11.0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
15,4,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,11.33,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
16,2,2,1,4,0,0,0,0,0,1,1,1,1,5,2,3,1,3,3,1,13.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
17,2,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,9.33,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
16,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,11.33,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15,2,3,1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,11.33,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15,2,3,1,3,0,1,0,0,0,0,1,1,0,5,3,2,1,2,5,2,9.33,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,3,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,1,5,4,11.33,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
15,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,2,12.67,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
15,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,12.33,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15,4,4,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,11.67,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
16,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,11.67,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,2,2,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,11.0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
16,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9.33,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
16,3,3,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,10.33,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,4,3,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,13.33,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
16,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12.33,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
16,4,2,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13.67,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
15,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,11.67,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
15,1,1,2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
16,4,3,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,10.33,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
16,2,1,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,12.33,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
16,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12.67,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16,4,3,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12.67,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16,4,4,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,8.67,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
16,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16.0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
15,4,4,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12.33,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15,3,2,2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,10.33,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
15,3,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16.0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15,3,3,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10.0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
15,2,2,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
16,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13.67,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
15,4,4,4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,11.0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
16,4,4,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,14.67,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13.67,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
16,3,3,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,4,11.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
16,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,12,9.33,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,4,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,17.67,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
15,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,9.67,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
16,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,14.67,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
15,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,15.67,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
16,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14.33,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,11.33,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,13.67,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
15,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14.0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15,2,2,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,13.33,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16,2,4,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,13.0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12.67,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
16,2,2,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,11.33,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
